Id,Label,timeset,degree
11171,SCORPIO II,,20
11172,PISCES/NOAH PERRICON,,38
11173,GEMINI/JOSHUA LINK,,63
11174,CANCER/JACK KLEVENO,,38
11175,SAGITTARIUS/HARLAN V,,84
11176,LIBRA/GUSTAV BRANDT,,121
11177,CAPRICORN/WILLARD WE,,48
11178,",""VIRGO/ELAINE MCLAUGH",,4
11179,",""ARIES II/GROVER RAYM",,4
11180,",""SCORPIO II",,1
11181,",""PISCES/NOAH PERRICON",,5
11182,",""GEMINI/JOSHUA LINK",,8
11183,VIBRO/DR. FRANCIS VI,,26
11184,BROTHERS GRIMM II/BA,,89
11185,",""VIBRO/DR. FRANCIS VI",,1
11186,",""MORLEY",,2
11187,MORLEY,,14
11188,"STANE, OBADIAH",,40
11189,",""BROTHERS GRIMM II/BA",,5
11190,MASTER MOLD II,,197
11191,MASTER MOLD III,,11
11192,"GILBERTI, ROSE",,11
11193,"CREED, GRAYDON",,75
11194,"BRIDGE, GEORGE WASHI",,277
11195,"KRAGG, GEN.",,7
11196,"BRICKMAN, SEN. MILES",,49
11197,",""MAJESTON ZELIA",,1
11198,",""ADVA",,1
11199,",""DIAMOND, CHUCKY",,1
11200,",""KINCAID, DR. KEITH",,5
11201,",""FAIRMONT, HANNAH",,2
11202,MAJESTON ZELIA,,37
11203,ADVA,,37
11204,"DIAMOND, CHUCKY",,10
11205,"KINCAID, DR. KEITH",,154
11206,"FERRARI, CONNIE",,40
11207,"CHAKARA, KANU",,13
11208,"CHAKARA, MADAN",,4
11209,"MOSLEY, WARDEN",,4
11210,KLAW/ULYSSES KLAW,,268
11211,LYJA LAZERFIST [SKRU,,251
11212,DEVLOR,,86
11213,VIBRAXAS/N'KANO,,116
11214,"RICHARDS, NATHANIEL",,100
11215,PSI-LORD/FRANKLIN BE,,84
11216,ANT-MAN II/SCOTT HAR,,403
11217,KRISTOFF/KRISTOFF VE,,140
11218,HUNTARA/MARY ELIZABE,,89
11219,WHITE TIGER/HECTOR A,,96
11220,SHA SHAN,,100
11221,",""THOMPSON, EUGENE FLA",,14
11222,TARANTULA/ANTON MIGU,,38
11223,LIGHTMASTER/EDWARD L,,29
11224,",""TARANTULA/ANTON MIGU",,3
11225,KRAVEN THE HUNTER/SE,,137
11226,MORGAN,,65
11227,HITMAN/LT. BURT KENY,,13
11228,",""VULTURE/ADRIAN TOOME",,16
11229,",""MORGAN",,3
11230,",""HITMAN/LT. BURT KENY",,1
11231,",""MORBIUS/DR. MICHAEL",,7
11232,",""SHA SHAN",,2
11233,",""KLINE, MR.",,2
11234,",""CRANDAL, BEN",,1
11235,",""GUARDSMAN/KEVIN O'BR",,4
11236,",""RODGERS, MARIANNE",,9
11237,"RODGERS, MARIANNE",,76
11238,"KLINE, MR.",,20
11239,"CRANDAL, BEN",,8
11240,GUARDSMAN/KEVIN O'BR,,31
11241,"SITWELL, JASPER",,201
11242,SLASHER,,13
11243,DEMITRIUS,,5
11244,"BYRD, SEN. HARRINGTO",,42
11245,",""DEMITRIUS",,1
11246,",""WHITE DRAGON",,2
11247,",""FURY, COL. NICHOLAS",,35
11248,WHITE DRAGON,,9
11249,",""NIGHT PHANTOM II",,1
11250,NIGHT PHANTOM II,,5
11251,KA-ZAR/KEVIN PLUNDER,,326
11252,"BILLUPS, AGENT",,25
11253,PROTOCIDE/PRIVATE CL,,25
11254,ZABU,,235
11255,"PLUNDER, ADAM KYLE M",,59
11256,"MANNING, DR.",,12
11257,SHANNA/SHANNA O'HARA,,276
11258,",""FIREBRAND/GARY GILBE",,3
11259,FIREBRAND/GARY GILBE,,60
11260,"RAMIREZ, JAVIER",,34
11261,",""RAMIREZ, JAVIER",,3
11262,DAYTRIPPER/AMANDA SE,,226
11263,NIGHTCRAWLER/KURT WA,,852
11264,GOG III,,27
11265,MAGOG II,,24
11266,ARIZE,,32
11267,QUARK,,19
11268,MOJO,,99
11269,GAMBIT/REMY LEBEAU,,867
11270,MAJOR DOMO,,75
11271,FORGE,,471
11272,",""MAGOG II",,5
11273,",""ARIZE",,3
11274,",""QUARK",,3
11275,",""MOJO",,6
11276,",""GAMBIT/REMY LEBEAU",,28
11277,",""MAJOR DOMO",,4
11278,"SHAW, SHINOBI",,99
11279,BISHOP /,,356
11280,"KINE, BENEDICT",,15
11281,"PAYGE, REEVA",,9
11282,"KAUR, BENAZIR",,10
11283,",""BISHOP /",,20
11284,",""KINE, BENEDICT",,2
11285,",""PAYGE, REEVA",,2
11286,",""KAUR, BENAZIR",,1
11287,"VAUGHAN, MRS.",,33
11288,"BETELHEIM, NORMA",,6
11289,QUASAR III/WENDELL V,,727
11290,ORIGIN/PHYLLIS TWOMB,,28
11291,"VAUGHAN, GAYLE",,18
11292,"BALLANTINE, KAYLA",,221
11293,UNBEING/BILLY BETELH,,22
11294,",""WHIZZER II/STANLEY S",,10
11295,",""ARCANNA/ARCANNA JONE",,8
11296,",""MAKKARI/MIKE KHARY/I",,15
11297,",""KRONOS",,11
11298,",""BALLANTINE, KAYLA",,14
11299,",""EON",,7
11300,",""QUASAR III/WENDELL V",,36
11301,",""DR. SPECTRUM/JOSEPH",,10
11302,",""TANAKA, KENJIRO",,6
11303,",""LADY LARK/LINDA LEWI",,10
11304,",""GARFIELD, MURRAY",,2
11305,",""SHAPE",,7
11306,",""HYPERION",,10
11307,",""SERGEI",,13
11308,",""MAELSTROM/MALCOLM ST",,8
11309,",""JACK OF HEARTS/JACK",,23
11310,",""RED GUARDIAN III/DR.",,11
11311,",""POWER PRINCESS/ZARDA",,6
11312,WHIZZER II/STANLEY S,,169
11313,ARCANNA/ARCANNA JONE,,151
11314,KRONOS,,95
11315,EON,,128
11316,DR. SPECTRUM/JOSEPH,,240
11317,"TANAKA, KENJIRO",,163
11318,LADY LARK/LINDA LEWI,,131
11319,"GARFIELD, MURRAY",,19
11320,SHAPE,,97
11321,HYPERION,,186
11322,SERGEI,,135
11323,MAELSTROM/MALCOLM ST,,117
11324,JACK OF HEARTS/JACK,,448
11325,POWER PRINCESS/ZARDA,,120
11326,"LACOSTE, RAE",,58
11327,"RHODES, MR.",,12
11328,LOCOMOTIVE BREATH/LA,,15
11329,GUNSHIP/CARY ROUNTRE,,12
11330,"JOSEPH, SHEVA",,34
11331,"MANTONE, JORGE",,8
11332,SANCTION/AARON,,12
11333,"SEGAR, OWEN",,12
11334,DRAGONFLY/VERONICA D,,164
11335,OVERMIND/GROM,,65
11336,4-D MAN/MERCURIO,,68
11337,BI-BEAST II,,63
11338,EGO-PRIME,,50
11339,STRANGER,,138
11340,JAKAR,,36
11341,SHANGA,,26
11342,CHARM,,86
11343,TRUTH,,85
11344,BEAUTY,,85
11345,HAYWIRE/,,60
11346,STARDUST/T'URIN G'AR,,30
11347,",""DRAGONFLY/VERONICA D",,7
11348,",""OVERMIND/GROM",,9
11349,",""4-D MAN/MERCURIO",,4
11350,",""BI-BEAST II",,5
11351,",""EGO-PRIME",,1
11352,ROCKET RACCOON,,30
11353,KRAKOA,,35
11354,",""STRANGER",,12
11355,",""ROCKET RACCOON",,1
11356,TEN FOR,,82
11357,DIAMONDHEAD/DYKER,,76
11358,",""STARDUST/T'URIN G'AR",,1
11359,",""DIAMONDHEAD/DYKER",,3
11360,FLASH/BARRY ALLEN/BU,,17
11361,SUPER SABRE/MARTIN F,,104
11362,WHIZZER III/JAMES SA,,144
11363,RUNNER,,62
11364,CAPTAIN MARVEL II/MO,,528
11365,",""FLASH/BARRY ALLEN/BU",,1
11366,",""QUICKSILVER/PIETRO M",,41
11367,",""SUPER SABRE/MARTIN F",,6
11368,",""BLACK RACER/",,4
11369,",""WHIZZER III/JAMES SA",,10
11370,",""RUNNER",,4
11371,HALFLIFE,,6
11372,ATLAS,,73
11373,MINERVA [KREE],,73
11374,CAPTAIN BRITAIN/BRIA,,452
11375,USAGENT/CAPTAIN JOHN,,580
11376,MEGGAN,,308
11377,WIDGET,,128
11378,MODRED THE MYSTIC,,95
11379,PHOENIX III/RACHEL S,,392
11380,REJECT/RAN-SAK [DEVI,,128
11381,MASTER ELO,,12
11382,TUTINAX,,28
11383,BLOOD BROTHERS,,94
11384,ELO,,12
11385,",""HAYWIRE/",,2
11386,SUNDOWN/DR. DAVE LOW,,34
11387,",""HOGAN, HAROLD J. HAP",,18
11388,",""GREEN GOBLIN/NORMAN",,12
11389,VANISHER,,153
11390,",""NIGHTCRAWLER/KURT WA",,36
11391,",""VANISHER",,10
11392,",""D'ANGELO, LIEUTENANT",,2
11393,"D'ANGELO, LIEUTENANT",,38
11394,NOVA II/FRANKIE RAYE,,297
11395,OBLITERATOR [ELDER],,16
11396,SHALLA BAL II,,40
11397,CONTEMPLATOR/TATH KI,,84
11398,BOUNTY II,,47
11399,BLOODY MARY,,5
11400,"ANDERSON, BAXTER",,5
11401,SUPER SKRULL/KL'RT,,169
11402,REPTYL,,58
11403,EMPRESS S'BYLL [SKRU,,35
11404,RONAN THE ACCUSER [K,,171
11405,MIDNIGHT/M'NAI,,32
11406,SUPREME INTELLIGENCE,,233
11407,"SWITZLER, BEVERLY",,48
11408,HOWARD THE DUCK,,71
11409,"HUNTER, LANCE",,9
11410,"BRADDOCK, JAMES JR.",,39
11411,"CALLAGHAN, JAMES",,9
11412,",""HUNTER, LANCE",,2
11413,",""CAPTAIN BRITAIN/BRIA",,27
11414,",""BRADDOCK, JAMES JR.",,2
11415,",""CALLAGHAN, JAMES",,1
11416,DR. SYNNE,,8
11417,",""DR. SYNNE",,1
11418,"ROSS, COURTNEY",,30
11419,"FRASER, DET. KATE",,9
11420,"TANNER, JACKO",,12
11421,BOOMERANG/FRED MYERS,,229
11422,"JONES, RICHARD MILHO",,533
11423,"TALBOT, GLENN",,121
11424,",""JONES, RICHARD MILHO",,31
11425,",""TALBOT, GLENN",,12
11426,",""MAD VIKING/KNUT CAIN",,1
11427,",""DELPHI",,2
11428,",""LOKI [ASGARDIAN]",,23
11429,MAD VIKING/KNUT CAIN,,4
11430,DELPHI,,56
11431,ANNIHILUS,,118
11432,",""RICHARDS, FRANKLIN B",,30
11433,",""ANNIHILUS",,9
11434,"LEEDS, NED",,175
11435,"BROMWELL, DR.",,50
11436,",""KRAVEN THE HUNTER/SE",,11
11437,",""SANDMAN/WILLIAM BAKE",,23
11438,",""DR. OCTOPUS/OTTO OCT",,16
11439,",""DAREDEVIL/MATT MURDO",,43
11440,",""LEEDS, NED",,10
11441,",""BROMWELL, DR.",,3
11442,"ROSENTHAL, BERNIE",,184
11443,",""MASTERS, ALICIA REIS",,28
11444,",""ROSENTHAL, BERNIE",,12
11445,ANELLE,,26
11446,"GRIMM, JAKE",,15
11447,",""NOVA II/FRANKIE RAYE",,26
11448,",""GRIMM, JAKE",,1
11449,",""CAPTAIN MARVEL II/MO",,31
11450,",""STARFOX/EROS",,20
11451,MYSTERIO/QUENTIN BEC,,151
11452,BIG MAN/FREDERICK FO,,47
11453,FANCY DAN,,47
11454,MONTANA,,48
11455,OX,,38
11456,TERRAX II/TYROS,,107
11457,"ZARRKO, ARTHUR",,127
11458,",""TERRAX II/TYROS",,7
11459,CANNONBALL/JACK PULV,,115
11460,"GAMBONNO, ERNESTO",,112
11461,"PAGE, KAREN",,283
11462,BRUTO THE STRONGMAN/,,64
11463,RINGMASTER/MAYNARD T,,174
11464,"GAMBONNO, LUIGI",,111
11465,"NELSON, FRANKLIN FOG",,492
11466,"EVANS, DORIS",,27
11467,"WARREN, MR.",,17
11468,CHAMELEON/DMITRI SME,,105
11469,SHADOWCAT/KATHERINE,,1001
11470,",""LOCKHEED",,14
11471,",""KNIGHT ERRANT/MATSON",,1
11472,",""ICON/DR. U'MBAYA A'K",,1
11473,",""THOMAS, COMMANDER DA",,3
11474,",""MEGGAN",,17
11475,",""CERISE II [SHI'AR]",,5
11476,LOCKHEED,,321
11477,KNIGHT ERRANT/MATSON,,10
11478,ICON/DR. U'MBAYA A'K,,10
11479,"THOMAS, COMMANDER DA",,84
11480,CERISE II [SHI'AR],,134
11481,AHAB/RORY CAMPBELL,,85
11482,SHADOWCAT 2013,,46
11483,MANIPULATOR/,,18
11484,",""MANIPULATOR/",,3
11485,",""STINGER II/",,3
11486,STINGER II/,,9
11487,"DUGAN, TIMOTHY ALOYI",,489
11488,"RAMIREZ, ALMA",,22
11489,"GENUARDI, MR.",,13
11490,"RAMIREZ, LUIS",,21
11491,"RAMIREZ, MARTA",,17
11492,"BOLT, COUNCILMAN AND",,24
11493,"OXNARD, PHIL",,10
11494,"RAMIREZ, ROSA",,17
11495,"KORVAC, MICHAEL",,88
11496,",""KORVAC, MICHAEL",,9
11497,",""MISTER HYDE/CALVIN Z",,16
11498,",""FERRARI, CONNIE",,2
11499,",""COBRA/KLAUS VORHEES",,10
11500,",""RAMIREZ, LUIS",,2
11501,",""CARTER, SHARON",,13
11502,"ASTROVIK, NORMA",,56
11503,",""CRYSTAL [INHUMAN]",,30
11504,",""JUSTICE II/VANCE AST",,21
11505,",""ASTROVIK, NORMA",,5
11506,",""ULTRON",,17
11507,",""BINARY/CAROL DANVERS",,27
11508,BINARY/CAROL DANVERS,,533
11509,TWO-GUN KID,,49
11510,"GYRICH, HENRY PETER",,401
11511,COLLECTOR/TANELEER T,,178
11512,",""TWO-GUN KID",,9
11513,",""GYRICH, HENRY PETER",,24
11514,",""COLLECTOR/TANELEER T",,16
11515,",""CAPTAIN MARVEL/CAPTA",,21
11516,",""HERA/AUGUSTINE JONES",,7
11517,",""CARINA/CARINA WALTER",,7
11518,",""ODIN [ASGARDIAN]",,19
11519,",""ZEUS",,10
11520,CAPTAIN MARVEL/CAPTA,,239
11521,HERA/AUGUSTINE JONES,,79
11522,CARINA/CARINA WALTER,,41
11523,ZEUS,,220
11524,",""HEIMDALL [ASGARDIAN]",,9
11525,"BROWN, LAURA",,56
11526,"NEVILLE, KATE",,50
11527,"MACKENZIE, AL",,44
11528,"WOO, JIMMY",,65
11529,MAD DOG/COLONEL BUZZ,,186
11530,"DE LA FONTAINE, CONT",,257
11531,MADAME HYDRA VI,,20
11532,"JONES, GABE",,221
11533,"PIERCE, ALEXANDER GO",,101
11534,",""NEVILLE, KATE",,3
11535,",""MACKENZIE, AL",,3
11536,",""WOO, JIMMY",,7
11537,",""MAD DOG/COLONEL BUZZ",,10
11538,",""DE LA FONTAINE, CONT",,13
11539,",""MADAME HYDRA VI",,1
11540,",""DUGAN, TIMOTHY ALOYI",,25
11541,",""SITWELL, JASPER",,12
11542,",""JONES, GABE",,16
11543,",""PIERCE, ALEXANDER GO",,3
11544,",""QUARTERMAIN, CLAY",,10
11545,",""BROWN, LAURA",,5
11546,"QUARTERMAIN, CLAY",,132
11547,GAFF/SIDNEY E. LEVIN,,64
11548,"RUNCITER, GAIL",,39
11549,",""GAFF/SIDNEY E. LEVIN",,6
11550,",""RUNCITER, GAIL",,1
11551,",""MS. MARVEL II/SHARON",,18
11552,",""KOENIG, ERIC",,8
11553,",""BLACK KNIGHT V/DANE",,37
11554,",""DR. DRUID/ANTHONY LU",,32
11555,MS. MARVEL II/SHARON,,277
11556,"KOENIG, ERIC",,58
11557,BLACK KNIGHT V/DANE,,1042
11558,NEPHRI,,5
11559,APOCALYPSE/EN SABAH,,365
11560,OZYMANDIAS,,97
11561,OSIRIS,,57
11562,LOGOS,,6
11563,BAAL,,5
11564,PHARAOH RAMA-TUT,,364
11565,",""PHARAOH RAMA-TUT",,29
11566,KRISTA,,29
11567,BALDER [ASGARDIAN],,341
11568,"GRANT, SILAS",,39
11569,TANA NILE,,75
11570,HILDEGARDE [ASGARDIA,,56
11571,ULIK,,126
11572,",""VOLSTAGG",,11
11573,",""TANA NILE",,2
11574,",""ULIK",,5
11575,",""GRANT, SILAS",,3
11576,",""HOGUN [ASGARDIAN]",,15
11577,DEATH-STALKER,,36
11578,HELLSTORM/DAIMON HEL,,270
11579,"BLAZE, ROXANNE SIMPS",,68
11580,STUNT-MASTER/GEORGE,,91
11581,",""DEATH-STALKER",,5
11582,",""HELLSTORM/DAIMON HEL",,20
11583,",""BLAZE, ROXANNE SIMPS",,4
11584,SATAN/MARDU KURIOS,,54
11585,",""GHOST RIDER II/JOHNN",,17
11586,ORB,,37
11587,",""PAGE, KAREN",,20
11588,"REYNOLDS, KATHERINE",,10
11589,LEGION,,5
11590,ROMA,,143
11591,TRAPSTER/PETER PETRU,,219
11592,",""TRAPSTER/PETER PETRU",,17
11593,MAGMA II/JONATHAN DA,,12
11594,"MARTINELLI, VINCENT",,61
11595,"MOOMJI, INDRIES",,11
11596,",""MAGMA II/JONATHAN DA",,3
11597,"CORTEZ, FABIAN",,142
11598,TRIATHLON/DELROY GAR,,200
11599,"HUXLEY, DR. ALDA",,71
11600,CARGIL/JOANNA CARGIL,,195
11601,SCANNER II,,146
11602,"VOGHT, AMELIA",,133
11603,",""TRIATHLON/DELROY GAR",,17
11604,",""HUXLEY, DR. ALDA",,10
11605,",""CARGIL/JOANNA CARGIL",,15
11606,",""SCANNER II",,14
11607,",""VOGHT, AMELIA",,14
11608,SENYAKA,,61
11609,REM-RAM/,,32
11610,"DEVEREAUX, MICHELLE",,25
11611,BARNACLE/,,41
11612,STATIC,,49
11613,"BOERKE, MAYOR",,25
11614,"KLEINSTOCK, HARLAN",,89
11615,"KLEINSTOCK, SVEN",,88
11616,PROJECTOR/,,65
11617,SPOOR/ANDREW HAMISH,,78
11618,"SUVOROV, ADMIRAL GRI",,27
11619,"HALLER, GABRIELLE",,116
11620,",""SENYAKA",,7
11621,",""REM-RAM/",,7
11622,",""DEVEREAUX, MICHELLE",,5
11623,",""BARNACLE/",,6
11624,",""STATIC",,8
11625,",""CORTEZ, FABIAN",,13
11626,",""BOERKE, MAYOR",,5
11627,",""KLEINSTOCK, HARLAN",,9
11628,",""KLEINSTOCK, SVEN",,10
11629,",""PROJECTOR/",,8
11630,",""SPOOR/ANDREW HAMISH",,8
11631,",""SUVOROV, ADMIRAL GRI",,5
11632,SCHEMER/RICHARD FISK,,108
11633,"JAMESON, COL. JOHN",,419
11634,",""SCHEMER/RICHARD FISK",,3
11635,",""SMITH, JOE",,2
11636,",""MYSTERIO/QUENTIN BEC",,11
11637,"SMITH, JOE",,16
11638,",""MARTINELLI, VINCENT",,4
11639,",""STANE, OBADIAH",,5
11640,ANCIENT ONE,,80
11641,DR. STRANGER YET,,5
11642,",""DR. STRANGER YET",,1
11643,",""MOOMJI, INDRIES",,2
11644,APPALLA,,5
11645,",""APPALLA",,1
11646,BLACK KNIGHT V STATU,,60
11647,",""NIGHTHAWK II/KYLE RI",,21
11648,DIABLO/ESTEBAN DE AB,,167
11649,",""THANOS",,28
11650,SUZIE,,6
11651,"JONES, MARLO CHANDLE",,169
11652,QUASIMODO,,72
11653,",""HULK III/BRUCE BANNE",,9
11654,HULK III/BRUCE BANNE,,44
11655,NOMAD III/JACK MONRO,,203
11656,"MACLAIN, DR. MYRON",,32
11657,",""MACLAIN, DR. MYRON",,4
11658,MADCAP,,81
11659,DEATH ADDER,,91
11660,"ROTH, ARNIE",,67
11661,",""NOMAD III/JACK MONRO",,11
11662,",""SISTER AGONY",,5
11663,",""SISTER DEATH",,5
11664,",""SISTER DREAM",,5
11665,",""ROTH, ARNIE",,8
11666,",""MOTHER SUPERIOR",,5
11667,",""SISTER PLEASURE/SCAR",,5
11668,",""FALCON/SAM WILSON",,29
11669,SISTER AGONY,,32
11670,SISTER DEATH,,24
11671,SISTER DREAM,,25
11672,MOTHER SUPERIOR,,40
11673,SISTER PLEASURE/SCAR,,33
11674,FALCON/SAM WILSON,,537
11675,BLACK CROW/JESSE BLA,,77
11676,"BURLEY, MIKE",,27
11677,"DOVER, DONNA-LEE",,24
11678,KRAA,,12
11679,"COOPER, ROGER CAPS",,37
11680,"RIDER, GLORIA",,61
11681,"JAYE-FIRESTONE, GING",,48
11682,"RIDER, ROBERT ROBBIE",,64
11683,"RIDER, CHARLES",,66
11684,"DILLON, BERNIE",,27
11685,CONDOR,,28
11686,POWERHOUSE/RIEG DAVA,,35
11687,SIDEWINDER/SETH VOEL,,107
11688,PRINCESS PYTHON/ZELD,,183
11689,CONSTRICTOR/FRANK PA,,252
11690,",""DEATH ADDER",,6
11691,",""PRINCESS PYTHON/ZELD",,8
11692,",""MADCAP",,3
11693,",""CONSTRICTOR/FRANK PA",,11
11694,",""ANACONDA/BLANCHE SIT",,9
11695,ARMADILLO/ANTONIO RO,,73
11696,"MALUS, DR. KARL",,57
11697,SAYGE,,31
11698,SPHINX,,97
11699,CAPTAIN MARVEL III/G,,141
11700,NEBULA,,119
11701,BETA RAY BILL,,237
11702,BLACKBODY,,34
11703,DARK COUNSEL/VARTU,,35
11704,YLA,,11
11705,KHIRN,,27
11706,HYNNIT,,11
11707,HARQUIS TEY,,19
11708,UNI-LORD,,37
11709,CRIX,,11
11710,ALIST,,11
11711,JYX,,27
11712,JUSUR,,11
11713,TEI,,11
11714,GRAND OVERSEER,,25
11715,REI,,11
11716,MIBA,,11
11717,FIM,,11
11718,YURGE,,11
11719,"PYRAKH, COMMANDER",,8
11720,NURIL,,8
11721,IZZIFIZZ,,23
11722,OJANI,,25
11723,TYN-DARMUTH,,10
11724,GRUX,,10
11725,PRADDA FOL,,26
11726,JURIAS,,10
11727,HUNKIR,,22
11728,SKOOKA,,27
11729,VORZEN,,22
11730,HYZAKTL,,15
11731,UR-LINI,,25
11732,QIRMET,,23
11733,STRACU,,15
11734,UNIT 101101,,20
11735,SZARKUS,,12
11736,HRILL,,21
11737,OUTRIDER/OCLIN UWIR,,20
11738,VYREK,,42
11739,",""UNI-LORD",,1
11740,",""HRILL",,1
11741,",""UNIT 101101",,1
11742,",""DARK COUNSEL/VARTU",,1
11743,",""UR-LINI",,1
11744,",""IZZIFIZZ",,1
11745,",""HUNKIR",,1
11746,",""ANCIENT ONE",,4
11747,",""SHAMAN/MICHAEL TWOYO",,28
11748,SHAMAN/MICHAEL TWOYO,,421
11749,OMEGA II,,40
11750,"POWER, MARGARET",,146
11751,"POWER, DR. JIM",,160
11752,COUNTERWEIGHT/JACK P,,198
11753,FRIDAY,,59
11754,LIGHTSPEED/JULIE POW,,196
11755,COUNTERWEIGHT II/KAT,,206
11756,CLOWN/CRAFTY ELIOT F,,135
11757,LIVEWIRE/RANCE PREST,,48
11758,",""GAMBONNO, ERNESTO",,7
11759,",""CLOWN/CRAFTY ELIOT F",,9
11760,",""FRIDAY",,1
11761,",""BRUTO THE STRONGMAN/",,2
11762,",""RINGMASTER/MAYNARD T",,13
11763,",""POWER, MARGARET",,6
11764,",""GAMBONNO, LUIGI",,9
11765,",""LIGHTSPEED/JULIE POW",,8
11766,",""LIVEWIRE/RANCE PREST",,1
11767,",""CANNONBALL/JACK PULV",,9
11768,",""COUNTERWEIGHT/JACK P",,8
11769,LEADER/SAM STERNS,,182
11770,"SOMMERS, APRIL",,19
11771,ABSORBING MAN/CARL C,,273
11772,DOC SAMSON/DR. LEONA,,298
11773,",""SOMMERS, APRIL",,3
11774,",""ABSORBING MAN/CARL C",,18
11775,",""DOC SAMSON/DR. LEONA",,25
11776,LANN,,30
11777,TYRANNUS,,111
11778,PRINCE REY,,29
11779,KOFI [KYMELLIAN],,42
11780,JARELLA,,16
11781,PSYKLOP,,18
11782,STAR-STALKER,,39
11783,NEBULON,,45
11784,"NORRISS, JACK",,69
11785,CYCLOPS 2013,,9
11786,WOLVERINE 2013,,38
11787,COLOSSUS 2013,,38
11788,PHOENIX 2013,,27
11789,STORM 2013,,32
11790,NIGHTCRAWLER 2013,,9
11791,BEAST 2013,,9
11792,ANGEL 2013,,9
11793,PROFESSOR XAVIER 201,,20
11794,",""NEBULON",,5
11795,",""NORRISS, JACK",,4
11796,"NAGAN, DR. ARTHUR",,59
11797,CHONDU,,70
11798,"MORGAN, JERROLD JERR",,61
11799,",""CHONDU",,4
11800,RUBY,,71
11801,"WILLIAMS, MINDY",,40
11802,ARAGORN,,126
11803,",""MORGAN, JERROLD JERR",,1
11804,",""CAGE, LUKE/CARL LUCA",,31
11805,OSHIMA,,8
11806,SILVER SAMURAI/KENYU,,177
11807,GOGO TAMAGO/,,23
11808,EVERWRAITH/,,8
11809,BAYMAX,,75
11810,"TAKACHIHO, MRS.",,8
11811,SUNFIRE/SHIRO YOSHID,,377
11812,HONEY LEMON/,,22
11813,"TAKACHIHO, HIRO",,77
11814,STRONG GUY/GUIDO CAR,,320
11815,"HUDSON, HEATHER",,391
11816,SASQUATCH/WALTER LAN,,454
11817,"HARKNESS, AGATHA",,345
11818,THANOS DOPPELGANGER,,155
11819,MAGUS,,194
11820,",""STRONG GUY/GUIDO CAR",,24
11821,",""HUDSON, HEATHER",,27
11822,",""GAMORA",,19
11823,",""SASQUATCH/WALTER LAN",,29
11824,",""HARKNESS, AGATHA",,30
11825,",""THANOS DOPPELGANGER",,16
11826,",""MAGUS",,18
11827,LIVING TRIBUNAL,,176
11828,TRIAX,,11
11829,INFINITY THRALL,,7
11830,HIGH EVOLUTIONARY/HE,,328
11831,NOBILUS,,56
11832,LOVE,,50
11833,HATE,,52
11834,"WALSH, LYNN",,18
11835,"URICH, DORIS",,49
11836,SUNDRAGON/PAMELA DOU,,9
11837,"FRIEDLANDER, SHARON",,122
11838,"MACTAGGERT, MOIRA KI",,448
11839,",""SHADOWCAT/KATHERINE",,36
11840,",""FRIEDLANDER, SHARON",,8
11841,",""MACTAGGERT, MOIRA KI",,18
11842,SPIDER-MAN III/MARTH,,60
11843,RANGER I/,,19
11844,",""STACY, JILL",,12
11845,"HARGROVE, ELIAS",,15
11846,HOBGOBLIN V/JASON PH,,189
11847,ELECTRO/MAX DILLON,,268
11848,REINHOLDT,,15
11849,",""HOBGOBLIN V/JASON PH",,5
11850,CITIZEN V III/DALLAS,,232
11851,FIXER II/PAUL NORBER,,293
11852,SHE-WOLF/PAULETTE BR,,5
11853,CITIZEN V II/HELMUT,,432
11854,CITIZEN V/JOHN WATKI,,39
11855,ZEMO/BARON HEINRICH,,90
11856,",""FIXER II/PAUL NORBER",,17
11857,",""SHE-WOLF/PAULETTE BR",,2
11858,",""CITIZEN V II/HELMUT",,14
11859,",""CITIZEN V/JOHN WATKI",,3
11860,",""HALDEMAN, CALVIN",,1
11861,",""FLAG-SMASHER",,4
11862,",""CUSHING, KATE",,9
11863,"HALDEMAN, CALVIN",,6
11864,FLAG-SMASHER,,55
11865,"CUSHING, KATE",,146
11866,SPIDER-WOMAN IV/CHAR,,22
11867,",""HUNGER",,2
11868,",""MARROW/SARAH",,21
11869,",""WARD, SEN. STEWART",,4
11870,",""CALLISTO",,11
11871,HUNGER,,17
11872,MARROW/SARAH,,318
11873,CALLISTO,,193
11874,",""NELSON, FRANKLIN FOG",,26
11875,",""SMASHER III",,1
11876,",""GLENN, HEATHER",,4
11877,SMASHER III,,8
11878,"GLENN, HEATHER",,75
11879,MINDWAVE,,37
11880,"GELLER, URI",,4
11881,"NELSON, CANDACE",,73
11882,WIND-WARRIOR/PAMELA,,20
11883,",""EARTH-LORD/KYLE BROC",,2
11884,TASKMASTER,,124
11885,REDWING,,264
11886,DIAMONDBACK II/RACHE,,234
11887,"LUDLUM, ROSS",,8
11888,OSWALD,,8
11889,HOFFMAN,,8
11890,"NILES, SEN. CATHERIN",,6
11891,FAGIN,,8
11892,"ASHER, MICHAEL",,8
11893,ORWELL,,8
11894,"ASHER, DONNA",,7
11895,"ASHER, CARL",,7
11896,"SHARPE, ROSALINDE",,107
11897,MASTERMIND IV/MARTIN,,15
11898,"KNIGHT, MISTY",,324
11899,"LANE, LOIS",,115
11900,TYPHOID MARY/MARY ME,,88
11901,"LOPEZ, DONNA",,4
11902,STICK,,31
11903,HAMMER II/,,10
11904,EEL II/EDWARD LAVELL,,145
11905,OX III,,31
